Transaction_ID,Date,Cost_Center,GL_Account_Name,Account_Category,Vendor_Name,Budget_INR,Actual_INR
GL-856627,2026-01-17,Corporate HQ,Employee Benefit Expenses,OPEX,AWS India,206696.86,200833.43
GL-731258,2025-05-09,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,354408.95,338564.46
GL-398404,2024-12-17,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Blue Yonder,412042.74,404616.65
GL-532633,2024-06-01,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,194641.19,191628.14
GL-229437,2024-08-17,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,296195.07,282243.99
GL-160184,2024-10-05,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,274001.97,284549.31
GL-250950,2024-07-01,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Amazon Web Serv,222219.46,218113.84
GL-340104,2025-10-06,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,276365.03,273885.45
GL-536017,2025-05-07,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,55082.38,57269.14
GL-448334,2024-11-23,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,100478.05,111310.53
GL-764241,2024-12-31,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,488110.2,494041.88
GL-263576,2024-10-20,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,50270.15,52283.77
GL-293354,2025-05-21,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Indian Oil Corp,107863.13,108730.95
GL-257812,2025-07-06,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,381921.63,381770.58
GL-157917,2025-04-02,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,117847.06,120882.01
GL-694670,2024-11-12,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,351646.97,351724.81
GL-139642,2025-10-18,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,252270.19,351502.91
GL-735344,2024-11-24,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,145770.78,142124.85
GL-602537,2025-07-28,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,315940.3,323367.25
GL-476266,2025-01-01,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,358986.86,343301.16
GL-282127,2024-10-02,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,146556.29,160814.73
GL-148561,2026-01-17,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Indian Oil Corp,477650.98,469821.73
GL-643900,2026-02-12,Supply Chain Services,Automated Sorter Systems,CAPEX,Blue Yonder,111281.04,115854.61
GL-954004,2025-01-31,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,30400.3,30238.67
GL-937005,2026-02-04,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,93600.46,107007.49
GL-517610,2024-12-10,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,414789.07,407517.48
GL-914976,2024-06-28,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,AWS India,200934.88,200453.26
GL-512844,2024-07-24,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,333308.21,357052.21
GL-142851,2024-06-11,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,275393.02,304498.68
GL-894072,2026-03-06,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,415616.34,432064.09
GL-348045,2025-09-06,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,166251.65,168456.16
GL-932666,2024-08-02,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,55039.16,57168.95
GL-253051,2025-07-22,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,442249.4,465379.86
GL-410803,2025-10-01,Supply Chain Services,Automated Sorter Systems,CAPEX,Amazon Web Serv,263713.75,275269.47
GL-604429,2025-02-27,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Blue Yonder,443080.28,443946.21
GL-833807,2024-11-13,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,329135.36,340360.51
GL-939941,2025-09-09,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator A,69962.44,69970.7
GL-394310,2025-06-03,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,348360.47,332391.01
GL-840596,2026-01-13,Supply Chain Services,Automated Sorter Systems,CAPEX,Blue Yonder,333318.18,345662.36
GL-779024,2025-03-12,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,294457.32,299049.99
GL-182125,2024-07-04,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,340983.66,382879.42
GL-199245,2024-04-13,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,481393.15,487866.97
GL-712969,2024-07-09,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,322998.87,308629.53
GL-451496,2026-02-06,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,AWS India,305959.63,291449.9
GL-995935,2024-12-19,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,AWS India,331707.82,338049.04
GL-558687,2026-01-13,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,65888.16,63650.5
GL-115123,2025-06-14,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,291450.83,297554.73
GL-754367,2025-11-27,Corporate HQ,Employee Benefit Expenses,OPEX,Reliance BP Mobility,115114.09,112399.22
GL-702868,2025-07-12,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Reliance BP Mobility,459538.56,448168.37
GL-130436,2024-09-28,Cross-Border,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,68675.24,66166.19
GL-959999,2024-07-03,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,270734.49,266544.56
GL-428385,2024-04-16,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,347150.1,332486.8
GL-595651,2025-01-25,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Prologis Warehousing,287832.38,283538.76
GL-955395,2025-01-21,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,359442.03,373012.55
GL-168539,2026-03-20,Corporate HQ,IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,261138.44,261589.58
GL-342196,2024-09-14,Corporate HQ,Automated Sorter Systems,CAPEX,Reliance BP Mobility,452248.73,455565.64
GL-417323,2024-10-19,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,319327.99,333893.69
GL-771607,2026-03-22,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,392674.9,399823.86
GL-435357,2025-05-15,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,93170.71,90950.04
GL-471077,2025-11-20,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,308578.76,300669.19
GL-761913,2024-11-12,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,173945.57,216494.68
GL-959261,2025-01-04,Supply Chain Services,IT Infrastructure (Servers),CAPEX,AWS India,308814.19,296972.16
GL-683081,2024-12-25,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,307900.78,301342.02
GL-248205,2024-11-17,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,233353.92,239654.26
GL-900474,2024-12-04,Supply Chain Services,Employee Benefit Expenses,OPEX,Indian Oil Corp,247048.58,246696.83
GL-734031,2025-05-06,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,73901.11,72499.57
GL-543792,2024-06-06,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator B,396207.94,398164.57
GL-948627,2025-07-06,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Prologis Warehousing,209052.84,202875.45
GL-508357,2024-07-26,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,214991.64,223747.48
GL-799297,2024-06-07,Corporate HQ,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,141339.59,141430.22
GL-942239,2025-03-25,Cross-Border,IT Infrastructure (Servers),CAPEX,AWS India,140645.15,143096.48
GL-551509,2025-11-13,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,444581.04,617722.31
GL-218801,2025-10-19,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,433314.13,419229.37
GL-106083,2024-04-08,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,40769.35,42925.24
GL-158563,2024-10-24,Corporate HQ,Employee Benefit Expenses,OPEX,Blue Yonder,84022.04,80058.48
GL-440572,2025-07-19,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,278129.54,266584.28
GL-376447,2024-09-18,Cross-Border,IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,103612.13,102733.15
GL-729842,2025-01-23,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,375929.59,429273.46
GL-898653,2025-10-24,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,15177.88,16946.18
GL-358300,2025-04-25,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,276887.8,299208.55
GL-819120,2025-07-18,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Blue Yonder,195655.74,189712.46
GL-923288,2025-08-25,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,470674.9,465801.76
GL-817961,2025-03-14,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Amazon Web Serv,178906.95,184028.41
GL-172386,2025-04-18,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,318188.4,309238.82
GL-349934,2026-03-20,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,AWS India,453311.4,499313.01
GL-423184,2024-07-02,Cross-Border,Employee Benefit Expenses,OPEX,Local Fleet Operator A,102527.47,106129.28
GL-324554,2026-02-07,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Indian Oil Corp,385686.09,388477.06
GL-628073,2024-06-30,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,494834.83,511837.49
GL-151502,2025-03-02,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,367409.43,381064.61
GL-421752,2026-02-25,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator A,464276.08,448513.93
GL-120585,2025-08-25,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,85831.29,86671.52
GL-235590,2024-09-23,Corporate HQ,IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,307351.23,322667.05
GL-470072,2025-10-26,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,79591.3,82800.58
GL-365105,2024-08-21,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,419325.33,432643.62
GL-194118,2024-07-13,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,188558.17,197568.16
GL-807755,2024-11-14,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,455743.46,464274.3
GL-462531,2025-02-18,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,295469.63,297435.03
GL-546562,2024-10-25,Supply Chain Services,Automated Sorter Systems,CAPEX,Local Fleet Operator B,116207.45,110560.76
GL-265034,2025-09-27,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,89958.87,94328.46
GL-135172,2026-01-07,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,140803.23,136986.91
GL-643982,2024-10-30,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,196782.15,252988.08
GL-472852,2025-12-03,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,359257.3,353621.49
GL-839505,2025-05-27,Cross-Border,Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,247858.08,238463.05
GL-373278,2025-12-12,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,205749.71,202074.11
GL-399005,2025-06-25,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,44701.94,45418.47
GL-181520,2025-04-09,Corporate HQ,Employee Benefit Expenses,OPEX,Reliance BP Mobility,13420.6,13118.45
GL-233111,2024-12-23,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Indian Oil Corp,199527.98,203938.85
GL-266494,2026-01-20,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,318997.03,353950.06
GL-718802,2024-08-10,Part Truckload (PTL),Employee Benefit Expenses,OPEX,AWS India,21139.73,20853.94
GL-427681,2024-12-19,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,58589.02,61951.22
GL-712445,2025-01-23,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,346027.57,341393.9
GL-699916,2026-03-20,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Amazon Web Serv,41531.08,43428.49
GL-734453,2025-09-15,Corporate HQ,Automated Sorter Systems,CAPEX,AWS India,483624.12,476783.1
GL-548729,2025-08-13,Supply Chain Services,Automated Sorter Systems,CAPEX,Vanderlande Sorters,136684.53,135103.83
GL-214395,2024-11-09,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,AWS India,254801.9,246253.42
GL-706555,2025-02-08,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,251488.98,250612.27
GL-176738,2026-02-23,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,285885.25,297713.71
GL-810197,2025-11-27,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,446541.96,460742.11
GL-429545,2024-09-06,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,342393.1,329694.0
GL-711819,2024-08-27,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,136179.94,133122.8
GL-650291,2025-06-11,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,427206.01,443554.54
GL-804953,2024-10-14,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,95291.9,92285.59
GL-157518,2025-12-31,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,466774.92,586816.86
GL-858495,2025-07-09,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,407204.88,416826.0
GL-455999,2026-02-03,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,306232.94,322806.39
GL-200885,2024-05-29,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,320564.1,338294.06
GL-810118,2025-08-02,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,155788.67,149728.0
GL-260012,2026-02-06,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,297092.74,301768.96
GL-903623,2024-09-27,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,430496.56,440296.88
GL-872114,2024-10-04,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,354085.74,406080.64
GL-615733,2026-01-18,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,299791.93,292038.23
GL-273491,2025-04-05,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,378065.53,408655.67
GL-767512,2024-06-20,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Reliance BP Mobility,411723.49,419496.39
GL-906733,2024-09-03,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,97389.08,100933.38
GL-341948,2025-04-05,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,AWS India,45750.96,44794.91
GL-132372,2024-12-24,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,464523.26,513656.69
GL-990537,2025-04-13,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,140790.4,146957.97
GL-393384,2025-03-07,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,314135.06,305950.6
GL-152794,2024-09-23,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,63262.69,61322.68
GL-343901,2025-09-05,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,326375.68,328180.74
GL-977012,2024-12-27,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,24098.19,23007.48
GL-164442,2024-06-12,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,75371.88,81107.05
GL-364362,2026-01-19,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,230098.11,225883.75
GL-829105,2024-08-08,Supply Chain Services,Automated Sorter Systems,CAPEX,Blue Yonder,233587.73,241497.54
GL-787622,2024-11-03,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,322460.6,429064.28
GL-216656,2025-05-30,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Blue Yonder,350024.73,364848.63
GL-792400,2024-06-08,Cross-Border,Automated Sorter Systems,CAPEX,Vanderlande Sorters,449394.5,462581.7
GL-534629,2026-01-25,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Indian Oil Corp,357981.26,344520.22
GL-879602,2024-09-04,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator B,98859.84,94758.7
GL-205765,2025-09-20,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,280246.49,291825.78
GL-422929,2024-06-01,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,194483.54,199178.74
GL-437079,2025-06-14,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Prologis Warehousing,119404.56,114515.17
GL-796921,2024-05-26,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,231916.41,242410.75
GL-103448,2024-08-06,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,371802.02,355347.91
GL-171445,2024-05-28,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,126509.04,128424.04
GL-699670,2024-11-16,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,164014.47,160272.59
GL-440130,2024-08-16,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,148960.48,143384.3
GL-124400,2024-04-21,Supply Chain Services,Automated Sorter Systems,CAPEX,Indian Oil Corp,149030.6,151321.46
GL-863205,2025-01-11,Corporate HQ,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,290350.69,298702.23
GL-569264,2026-03-12,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,270757.21,283429.94
GL-589281,2025-03-21,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,268052.25,298211.71
GL-574124,2026-02-20,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,313089.63,323982.52
GL-442265,2025-11-29,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,AWS India,257246.91,289669.57
GL-889553,2026-02-17,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Amazon Web Serv,213777.86,222225.95
GL-644989,2024-07-01,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,321768.29,311732.13
GL-804396,2024-11-22,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,394553.64,412299.41
GL-634480,2025-11-13,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,462729.32,483392.08
GL-772321,2024-06-10,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,227867.98,231154.78
GL-379563,2025-08-29,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,486392.59,510382.48
GL-947263,2024-11-09,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,130713.64,135922.32
GL-840469,2024-12-21,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,157145.6,152640.52
GL-306055,2024-09-13,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Reliance BP Mobility,424640.71,432938.13
GL-279428,2024-06-01,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,65988.72,67515.82
GL-213898,2026-03-28,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Indian Oil Corp,140525.54,146557.89
GL-120392,2025-06-20,Supply Chain Services,Freight Handling & Contract Labor,OPEX,AWS India,172183.83,164830.71
GL-535718,2025-10-08,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,34316.92,37372.78
GL-107903,2024-10-22,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Amazon Web Serv,32287.86,33082.68
GL-376186,2024-06-14,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Indian Oil Corp,376491.44,375412.15
GL-712276,2025-03-16,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,164090.7,187701.4
GL-433630,2024-09-07,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,57492.12,57333.13
GL-679427,2025-08-20,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,488042.19,499532.06
GL-512183,2026-02-21,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,480081.58,458109.76
GL-301807,2025-05-15,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,129536.77,132761.04
GL-565206,2024-12-08,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,224997.67,230979.73
GL-174799,2026-03-09,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,465332.54,477588.14
GL-493906,2025-04-04,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,25595.71,25658.44
GL-356189,2025-04-10,Supply Chain Services,Employee Benefit Expenses,OPEX,AWS India,202526.82,196062.85
GL-343562,2024-10-10,Corporate HQ,IT Infrastructure (Servers),CAPEX,Indian Oil Corp,147510.21,149868.14
GL-949617,2024-11-14,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,376204.06,372514.14
GL-776886,2025-08-22,Cross-Border,Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,63276.94,69069.05
GL-269153,2024-12-11,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,83418.27,95900.36
GL-930362,2024-06-23,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,450098.73,516644.29
GL-860991,2024-04-10,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,156156.91,148848.93
GL-601458,2025-04-13,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Indian Oil Corp,176634.82,178310.22
GL-570767,2024-11-23,Cross-Border,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,154798.63,197487.86
GL-230492,2024-11-04,Express Parcel (B2C),Automated Sorter Systems,CAPEX,AWS India,54650.53,53789.3
GL-872845,2025-07-16,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,167847.91,164887.75
GL-876522,2025-10-19,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,299943.18,305136.81
GL-812307,2025-12-15,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator B,56827.93,54093.24
GL-904218,2024-10-13,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,428641.08,481960.52
GL-765805,2024-09-02,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,204728.05,207438.5
GL-105839,2025-04-23,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,312452.77,318750.87
GL-698167,2024-04-13,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,279140.6,269991.09
GL-222544,2025-06-20,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Vanderlande Sorters,255497.03,263300.36
GL-148342,2024-06-04,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,186110.77,187374.61
GL-210104,2025-04-15,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,382208.43,431219.26
GL-814151,2024-07-18,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,180292.38,183525.52
GL-212548,2024-06-01,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,150717.37,144633.94
GL-734221,2025-12-20,Part Truckload (PTL),Automated Sorter Systems,CAPEX,AWS India,143513.4,141835.69
GL-731786,2026-03-11,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,167404.25,173280.77
GL-266280,2025-03-31,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,285077.92,272225.84
GL-948427,2024-09-11,Corporate HQ,IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,398909.67,379934.28
GL-688397,2024-10-15,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Indian Oil Corp,357808.67,350480.43
GL-272141,2024-08-02,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,54091.94,53586.41
GL-944679,2025-06-08,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,317944.29,331593.63
GL-797210,2026-01-10,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,326772.86,336930.83
GL-919195,2026-02-15,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,421130.79,441922.86
GL-367965,2024-05-12,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,196430.36,191970.87
GL-621844,2025-06-30,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,145129.37,149620.95
GL-556503,2024-07-23,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,419176.8,462878.37
GL-959659,2024-05-30,Cross-Border,Line-haul Costs (Fuel & Tolls),OPEX,AWS India,301220.67,301233.59
